,title,authors,venue,year,unique_id
248,storage estimation for multidimensional aggregates in the presence of hierarchies,"jeffrey f. naughton , amit shukla , karthikeyan ramasamy , prasad deshpande",vldb,1996,248
249,practical issues with commercial use of federated databases,jim kleewein,vldb,1996,249
250,towards self-tuning data placement in parallel database systems,"mong-li lee , beng chin ooi , anirban mondal , kian-lee tan , masaru kitsuregawa",sigmod conference,2000,250
251,the sr-tree : an index structure for high-dimensional nearest neighbor queries,"norio katayama , shin ` ichi satoh",sigmod conference,1997,251
252,integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,252
253,converting relational to object-oriented databases,joseph fong,sigmod record,1997,253
254,reminiscences on influential papers,"hector garcia-molina , patricia g. selinger , tomasz imielinski , david maier , jeffrey d. ullman , richard t. snodgrass",sigmod record,1998,254
255,load shedding in a data stream manager,"michael stonebraker , nesime tatbul , mitch cherniack , stanley b. zdonik , ugur çetintemel",vldb,2003,255
256,the ccube constraint object-oriented database system,"alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen",sigmod conference,1999,256
257,similarity query processing using disk arrays,"apostolos papadopoulos , yannis manolopoulos",sigmod conference,1998,257
258,searching in metric spaces by spatial approximation,gonzalo navarro,vldb j.,2002,258
259,the trigs active object-oriented database system - an overview,"gerti kappel , werner retschitzegger",sigmod record,1998,259
260,balancing push and pull for data broadcast,"swarup acharya , stanley b. zdonik , michael j. franklin",sigmod conference,1997,260
261,a query language and optimization techniques for unstructured data,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,1996,261
262,aqua : a fast decision support systems using approximate query answers,"swarup acharya , phillip b. gibbons , viswanath poosala",vldb,1999,262
263,report on the acm fourth international workshop on data warehousing and olap ( dolap 2001 ),joachim hammer,sigmod record,2002,263
264,the ores temporal database management system,"babis theodoulidis , george karvelis , jayant chaudhary , aziz ait-braham , simon sou , george andrianopoulos",sigmod conference,1994,264
265,context-based prefetch for implementing objects on relations,"philip a. bernstein , david shutt , shankar pal",vldb,1999,265
266,the trigs active object-oriented database system - an overview,"gerti kappel , werner retschitzegger",sigmod record,1998,266
267,efficient index structures for string databases,"tamer kahveci , ambuj k. singh",vldb,2001,267
268,florida international university high performance database research center,"leonard loureiro , yi deng , carlos ordonez 0002 , mario sanchez , cyril u. orji , wei sun , artyom shaposhnikov , naphtali rishe , michael alexopoulos , david barton",sigmod record,1995,268
269,open object database management systems,josé a. blakeley,sigmod conference,1994,269
270,repositories and object oriented databases,philip a. bernstein,sigmod record,1998,270
271,r-tree based indexing of now-relative bitemporal data,"simonas saltenis , christian s. jensen , giedrius slivinskas , rasa bliujute",vldb,1998,271
272,dwms : data warehouse management system,narendra mohan,vldb,1996,272
273,further improvements on integrity constraint checking for stratifiable deductive databases,"sin yeung lee , tok wang ling",vldb,1996,273
274,a taxonomy for secure object-oriented databases,"sebastiaan h. von solms , martin s. olivier",acm trans . database syst .,1994,274
275,new concurrency control algorithms for accessing and compacting b-trees,"andrea zisman , v. w. setzer",vldb,1994,275
276,including group-by in query optimization,"surajit chaudhuri , kyuseok shim",vldb,1994,276
277,database research at arizona state university,"suzanne w. dietrich , forouzan golshani , susan darling urban",sigmod record,1996,277
278,extended wavelets for multiple measures,"antonios deligiannakis , nick roussopoulos",sigmod conference,2003,278
279,a foundation for multi-dimensional databases,"laks v. s. lakshmanan , marc gyssens",vldb,1997,279
280,"integrating temporal , real-time , and active databases","john a. stankovic , krithi ramamritham , ming xiong , rajendran m. sivasankaran , donald f. towsley",sigmod record,1996,280
281,space optimization in deductive databases,"s. sudarshan , divesh srivastava , raghu ramakrishnan , jeffrey f. naughton",acm trans . database syst .,1995,281
282,agent-based semantic interoperability in infosleuth,"bruce bargmeyer , brad perry , jerry fowler , marian h. nodine",sigmod record,1999,282
283,locally adaptive dimensionality reduction for indexing large time series databases,"kaushik chakrabarti , sharad mehrotra , eamonn j. keogh , michael j. pazzani",sigmod conference,2001,283
284,efficient view maintenance at data warehouses,"tolga yurek , divyakant agrawal , amr el abbadi , ambuj k. singh",sigmod conference,1997,284
285,incremental clustering for mining in a data warehousing environment,"xiaowei xu , michael wimmer , jörg sander , martin ester , hans-peter kriegel",vldb,1998,285
286,databases for networks,h. v. jagadish,sigmod conference,1994,286
287,"composite events for active databases : semantics , contexts and detection","s.-k . kim , eman anwar , sharma chakravarthy , v. krishnaprasad",vldb,1994,287
288,workshop report : the first international workshop on active and real-time database systems ( artdb-95 ),"mikael berndtsson , jörgen hansson",sigmod record,1996,288
289,open gis and on-line environmental libraries,kenn gardels,sigmod record,1997,289
290,quality-driven integration of heterogenous information systems,"johann christoph freytag , felix naumann , ulf leser",vldb,1999,290
291,integrating heterogenous overlapping databases through object-oriented transformations,"tore risch , vanja josifovski",vldb,1999,291
292,workshop report : the first international workshop on active and real-time database systems ( artdb-95 ),"mikael berndtsson , jörgen hansson",sigmod record,1996,292
293,stholes : a multidimensional workload-aware histogram,"luis gravano , nicolas bruno , surajit chaudhuri",sigmod conference,2001,293
294,secure bufering in firm real-time database systems,"jayant r. haritsa , binto george",vldb j.,2000,294
295,multi-dimensional resource scheduling for parallel queries,"yannis e. ioannidis , minos n. garofalakis",sigmod conference,1996,295
296,introduction ( special issue on multimedia databases ),"m. tamer özsu , stavros christodoulakis",vldb j.,1998,296
297,determining text databases to search in the internet,"weiyi meng , naphtali rishe , clement t. yu , king-lup liu , xiaodong wang , yuhsi chang",vldb,1998,297
298,describing semistructured data,luca cardelli,sigmod record,2001,298
299,automatic subspace clustering of high dimensional data for data mining applications,"johannes gehrke , rakesh agrawal , dimitrios gunopulos , prabhakar raghavan",sigmod conference,1998,299
300,a performance evaluation of oid mapping techniques,"andré eickler , carsten andreas gerlhof , donald kossmann",vldb,1995,300
301,research in database engineering at the university of namur,jean-luc hainaut,sigmod record,2003,301
302,"data-driven , one-to-one web site generation for data-intensive applications","stefano paraboschi , piero fraternali , stefano ceri",vldb,1999,302
303,an annotated bibliography on real-time database systems,özgür ulusoy,sigmod record,1995,303
304,describing semistructured data,luca cardelli,sigmod record,2001,304
305,temporal database system implementations,michael h. böhlen,sigmod record,1995,305
306,a data model and data structures for moving objects databases,"markus schneider , enrico nardelli , luca forlizzi , ralf hartmut güting",sigmod conference,2000,306
307,a characterization of the sensitivity of query optimization to storage access cost parameters,"tapas kanungo , frederick reiss",sigmod conference,2003,307
308,balancing push and pull for data broadcast,"swarup acharya , stanley b. zdonik , michael j. franklin",sigmod conference,1997,308
309,on the semantics of `` now '' in databases,"christian s. jensen , tomás isakowitz , richard t. snodgrass , curtis e. dyreson , james clifford",acm trans . database syst .,1997,309
310,a multidatabase system for tracking and retrieval of financial data,"munir cochinwala , john bradley",vldb,1994,310
311,managing video data in a mobile environment,"rafael alonso , yuh-lin chang , v. s. mani , liviu iftode",sigmod record,1995,311
312,static detection of security flaws in object-oriented databases,keishi tajima,sigmod conference,1996,312
313,dynamic service matchmaking among agents in open information environments,"matthias klusch , katia p. sycara , seth widoff , jianguo lu",sigmod record,1999,313
314,reminiscences on influential papers,"theodore johnson , amr el abbadi , richard t. snodgrass , kenneth a. ross",sigmod record,2002,314
315,fast parallel similarity search in multimedia databases,"christian böhm , bernhard braunmüller , hans-peter kriegel , daniel a. keim , stefan berchtold",sigmod conference,1997,315
316,an effective deductive object-oriented database through language integration,"m. howard williams , norman w. paton , andrew dinn , maria l. barja , alvaro a. a. fernandes",vldb,1994,316
317,multimediaminer : a system prototype for multimedia data mining,"jenny chiang , ze-nian li , osmar r. zaïane , sonny h. chee , jiawei han",sigmod conference,1998,317
318,sampling large databases for association rules,hannu toivonen,vldb,1996,318
319,extending practical pre-aggregation in on-line analytical processing,"torben bach pedersen , curtis e. dyreson , christian s. jensen",vldb,1999,319
320,distributed top-n query processing with possibly uncooperative local systems,"clement t. yu , weiyi meng , george philip",vldb,2003,320
321,avoiding ordering and grouping in query processing,"xiaoyu wang , mitch cherniack",vldb,2003,321
322,protdb : probabilistic data in xml,"andrew nierman , h. v. jagadish",vldb,2002,322
323,scalable sweeping-based spatial join,"lars arge , jeffrey scott vitter , torsten suel , sridhar ramaswamy , octavian procopiuc",vldb,1998,323
324,issues in network management in the next millennium,"michael l. brodie , surajit chaudhuri",vldb,1999,324
325,simultaneous optimization and evaluation of multiple dimensional queries,"amit shukla , jeffrey f. naughton , yihong zhao , prasad deshpande",sigmod conference,1998,325
326,supporting exceptions to schema consistency to ease schema evolution in oodbms,"eric dujardin , eric simon , marie-jo bellosta , eric amiel",vldb,1994,326
327,optimizing database architecture for the new bottleneck : memory access,"peter a. boncz , stefan manegold , martin l. kersten",vldb j.,2000,327
328,algorithms for deferred view maintenance,"leonid libkin , inderpal singh mumick , latha s. colby , howard trickey , timothy griffin",sigmod conference,1996,328
329,index configuration in object-oriented databases,elisa bertino,vldb j.,1994,329
330,paradise : a database system for gis applications,paradise team,sigmod conference,1995,330
331,a user-centered interface for querying distributed multimedia databases,"kimberly m. james , isabel f. cruz",sigmod conference,1999,331
332,practical lessons in supporting large-scale computational science,"terence critchlow , ron musick",sigmod record,1999,332
333,optimizing multiple dimensional queries simultaneously in multidimensional databases,"jeffrey xu yu , weifa liang , maria e. orlowska",vldb j.,2000,333
334,staggered striping in multimedia information systems,"steven berson , richard r. muntz , shahram ghandeharizadeh , xiangyu ju",sigmod conference,1994,334
335,optimizing queries on compressed bitmaps,"sihem amer-yahia , theodore johnson",vldb,2000,335
336,a system for watermarking relational databases,"peter j. haas , rakesh agrawal , jerry kiernan",sigmod conference,2003,336
337,coss : the common object services specifications,bruce e. martin,sigmod conference,1994,337
338,the algres testbed of chimera : an active object-oriented database system,"giuseppe psaila , stefano ceri , stefano paraboschi , piero fraternali",sigmod conference,1995,338
339,mpeg-7 and multimedia database systems,harald kosch,sigmod record,2002,339
340,new tpc benchmarks for decision support and web commerce,"meikel pöss , chris floyd",sigmod record,2000,340
341,reminiscences on influential papers,"kaladhar voruganti , renée j. miller , kenneth a. ross , flip korn",sigmod record,2002,341
342,the aditi deductive database system,"kotagiri ramamohanarao , david b. kemp , jayen vaghani , tim s. leask , james harland , peter j. stuckey , zoltan somogyi",vldb j.,1994,342
343,the tv-tree : an index structure for high-dimensional data,"king-ip lin , h. v. jagadish , christos faloutsos",vldb j.,1994,343
344,hypergraph based reorderings of outer join queries with complex predicates,"gautam bhargava , balakrishna r. iyer , piyush goel",sigmod conference,1995,344
345,ontology-based support for digital government,"ahmed k. elmagarmid , athman bouguettaya , mourad ouzzani , brahim medjahed",vldb,2001,345
346,mining quantitative association rules in large relational tables,"ramakrishnan srikant , rakesh agrawal",sigmod conference,1996,346
347,performance evaluation of a new distributed deadlock detection algorithm,"chim-fu yeung , kam-yiu lam , sheung-lun hung",sigmod record,1994,347
348,m-tree : an efficient access method for similarity search in metric spaces,"paolo ciaccia , pavel zezula , marco patella",vldb,1997,348
349,query optimization for xml,"jason mchugh , jennifer widom",vldb,1999,349
350,functional properties of information filtering,"masahiko tsukamoto , shojiro nishio , tsutomu terada , rie sawai , yin-huei loh",vldb,2001,350
351,mining the world wide web : an information search approach - book review,aris m. ouksel,sigmod record,2002,351
352,parallel database systems 101,jim gray,sigmod conference,1995,352
353,efficient incremental garbage collection for client-server object database systems,"laurent amsaleg , olivier gruber , michael j. franklin",vldb,1995,353
354,too much middleware,michael stonebraker,sigmod record,2002,354
355,re-designing distance functions and distance-based applications for high dimensional data,charu c. aggarwal,sigmod record,2001,355
356,research issues for data communication in mobile ad-hoc network database systems,"leslie d. fife , le gruenwald",sigmod record,2003,356
357,guest editor 's introduction,asuman dogac,sigmod record,1998,357
358,partition selection policies in object database garbage collection,"benjamin g. zorn , alexander l. wolf , jonathan e. cook",sigmod conference,1994,358
359,metu object-oriented dbms,"cetin ozkan , cem evrendilek , yuksel saygin , ilker altintas , ismailcem budak arpinar , mehmet altinel , tansel okay , ilker durusoy , asuman dogac",sigmod conference,1994,359
360,constructing efficient decision trees by using optimized numeric association rules,"takeshi fukuda , yasuhiko morimoto , takeshi tokuyama , shinichi morishita",vldb,1996,360
361,databases for networks,h. v. jagadish,sigmod conference,1994,361
362,cost-based selection of path expression processing algorithms in object-oriented databases,"zhao-hui tang , georges gardarin , jean-robert gruser",vldb,1996,362
363,a cost model for clustered object-oriented databases,"zhao-hui tang , jean-robert gruser , georges gardarin",vldb,1995,363
364,a system for watermarking relational databases,"peter j. haas , rakesh agrawal , jerry kiernan",sigmod conference,2003,364
365,the oasis multidatabase prototype,"john murphy , mark roantree , wilhelm hasselbring",sigmod record,1999,365
366,phoenix project : fault-tolerant applications,"roger s. barga , david b. lomet",sigmod record,2002,366
367,coalescing in temporal databases,"michael d. soo , richard t. snodgrass , michael h. böhlen",vldb,1996,367
368,open object database management systems,josé a. blakeley,sigmod conference,1994,368
369,the network is the database : data management for highly distributed systems,"michael j. wynblatt , julio c. navas",sigmod conference,2001,369
370,query processing in tertiary memory databases,sunita sarawagi,vldb,1995,370
371,agflow : agent-based cross-enterprise workflow management system,"boualem benatallah , anne h. h. ngu , phuong nguyen , liangzhao zeng",vldb,2001,371
372,data management issues in electronic commerce ( panel ),m. tamer özsu,sigmod conference,1999,372
373,safe query languages for constraint databases,peter z. revesz,acm trans . database syst .,1998,373
374,datablitz : a high performance main-memory storage manager,"p. p. s. narayan , s. joshi , m. nemeth , abraham silberschatz , henry f. korth , a. khivesera , jerry baulier , s. sudarshan , philip bohannon , peter mcilroy , j. miller , s. gogate , rajeev rastogi , c. gupta",vldb,1998,374
375,algorithms for materialized view design in data warehousing environment,"kamalakar karlapalem , jian yang , qing li",vldb,1997,375
376,data grid management systems,"arun jagatheesan , arcot rajasekar",sigmod conference,2003,376
377,mpeg-7 and multimedia database systems,harald kosch,sigmod record,2002,377
378,a predicate-based caching scheme for client-server database architectures,"julie basu , arthur m. keller",vldb j.,1996,378
379,a foundation for multi-dimensional databases,"laks v. s. lakshmanan , marc gyssens",vldb,1997,379
380,facilitating multimedia database exploration through visual interfaces and perpetual query reformulations,"kyoji hirata , yoshinori hara , wen-syan li , k. selçuk candan",vldb,1997,380
381,database research at nthu and itri,arbee l. p. chen,sigmod record,1994,381
382,metu object-oriented dbms,"cetin ozkan , cem evrendilek , yuksel saygin , ilker altintas , ismailcem budak arpinar , mehmet altinel , tansel okay , ilker durusoy , asuman dogac",sigmod conference,1994,382
383,an aspect of query optimization in multidatabase systems ( extended abstract ),"chiang lee , hongjun lu , chia-jung chen",sigmod record,1995,383
384,distributed query evaluation on semistructured data,dan suciu,acm trans . database syst .,2002,384
385,the wasa2 object-oriented workflow management system,"mathias weske , gottfried vossen",sigmod conference,1999,385
386,will database researchers have any role in data security ? ( panel abstract ),arnon rosenthal,sigmod conference,2001,386
387,a hypertext query language for images,li yang,sigmod record,1994,387
388,lore : a database management system for semistructured data,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,1997,388
389,the nd-tree : a dynamic indexing technique for multidimensional non-ordered discrete data spaces,"gang qian , qiang xue , sakti pramanik , qiang zhu",vldb,2003,389
390,approximate query processing : taming the terabytes,"minos n. garofalakis , phillip b. gibbons",vldb,2001,390
391,sideway value algebra for object-relational databases,"z. meral özsoyoglu , gultekin özsoyoglu , abdullah al-hamdani , özgür ulusoy , selma ayse özel , ismail sengör altingövde",vldb,2002,391
392,hierarchical compact cube for range-max queries,"hua-gang li , sin yeung lee , tok wang ling",vldb,2000,392
393,mining fuzzy association rules in databases,"ada wai-chee fu , man hon wong , chan man kuok",sigmod record,1998,393
394,"industrial panel on data warehousing technologies : experiences , challenges , and directions",umeshwar dayal,vldb,1999,394
395,efficient index structures for string databases,"tamer kahveci , ambuj k. singh",vldb,2001,395
396,integrating the ub-tree into a database system kernel,"robert fenk , rudolf bayer , volker markl , martin zirkel , frank ramsak , klaus elhardt",vldb,2000,396
397,semantic integration in heterogeneous databases using neural networks,"chris clifton , wen-syan li",vldb,1994,397
398,view management in multimedia databases,"v. s. subrahmanian , eric lemar , k. selçuk candan",vldb j.,2000,398
399,editor 's notes,jennifer widom,sigmod record,1996,399
400,database research at columbia university,"kenneth a. ross , gail e. kaiser , luis gravano , salvatore j. stolfo , shih-fu chang",sigmod record,1998,400
401,using unknowns to prevent discovery of association rules,"chris clifton , yücel saygin , vassilios s. verykios",sigmod record,2001,401
402,what will be - book review,paul w. p. j. grefen,sigmod record,2002,402
403,index configuration in object-oriented databases,elisa bertino,vldb j.,1994,403
404,olympic records for data at the 1998 nagano games,edwin r. lassettre,sigmod conference,1998,404
405,versioning and configuration management in an object-oriented data model,edward sciore,vldb j.,1994,405
406,efficient algorithms for mining outliers from large data sets,"kyuseok shim , sridhar ramaswamy , rajeev rastogi",sigmod conference,2000,406
407,unisql 's next-generation object-relational database management system,"phil janus , albert d'andrea",sigmod record,1996,407
408,research activities in database management and information retrieval at the university of illinois at chicago,"a. prasad sistla , isabel f. cruz , ashfaq a. khokhar , clement t. yu , bing liu , ouri wolfson",sigmod record,2002,408
409,dynamic load balancing in hierarchical parallel database systems,"luc bouganim , daniela florescu , patrick valduriez",vldb,1996,409
410,normalization in oodb design,byung suk lee,sigmod record,1995,410
411,efficient materialization and use of views in data warehouses,"márcio farias de souza , marcus costa sampaio",sigmod record,1999,411
412,distributed transactions in practice,"lyman do , pamela drew , prabhu ram",sigmod record,1999,412
413,picture programming project,"nita goyal , moshé m. zloof , charles hoch , michael suckow , ravi krishnamurthy , brian meckler",sigmod conference,1997,413
414,materialized views selection in a multidimensional database,"ernest teniente , elena baralis , stefano paraboschi",vldb,1997,414
415,"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search",charu c. aggarwal,sigmod conference,2002,415
416,complex queries over web repositories,"hector garcia-molina , sriram raghavan",vldb,2003,416
417,belief reasoning in mls deductive databases,hasan m. jamil,sigmod conference,1999,417
418,implementing deletion in b + - trees,jan jannink,sigmod record,1995,418
419,approximate query translation across heterogeneous information sources,"hector garcia-molina , kevin chen-chuan chang",vldb,2000,419
420,bringing order to query optimization,"giedrius slivinskas , richard t. snodgrass , christian s. jensen",sigmod record,2002,420
421,paradise : a database system for gis applications,paradise team,sigmod conference,1995,421
422,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,422
423,optimization of dynamic query evaluation plans,"goetz graefe , richard l. cole",sigmod conference,1994,423
424,a logical foundation for deductive object-oriented databases,"mengchi liu , tok wang ling , gillian dobbie",acm trans . database syst .,2002,424
425,an execution model for limited ambiguity rules and its application to derived data update,"i-min a. chen , dennis mcleod , richard hull",acm trans . database syst .,1995,425
426,exchanging intensional xml data,"omar benjelloun , tova milo , serge abiteboul , frederic dang ngoc , bernd amann",sigmod conference,2003,426
427,concurrent garbage collection in o2,"marcin skubiszewski , patrick valduriez",vldb,1997,427
428,dwms : data warehouse management system,narendra mohan,vldb,1996,428
429,secure transaction processing in firm real-time database systems,"binto george , jayant r. haritsa",sigmod conference,1997,429
430,birn-m : a semantic mediator for solving real-world neuroscience problems,"bertram ludäscher , maryann e. martone , amarnath gupta",sigmod conference,2003,430
431,real-time index concurrency control,"s. seshadri , jayant r. haritsa",sigmod record,1996,431
432,the structured information manager : a database system for sgml documents,ron sacks-davis,vldb,1996,432
433,query optimization for xml,"jason mchugh , jennifer widom",vldb,1999,433
434,alphasort : a risc machine sort,"david b. lomet , jim gray , zarka cvetanovic , chris nyberg , tom barclay",sigmod conference,1994,434
435,query engines for web-accessible xml data,"ramez elmasri , leonidas fegaras",vldb,2001,435
436,algorithms for mining association rules for binary segmentations of huge categorical databases,"kunikazu yoda , hirofumi matsuzawa , takeshi tokuyama , yasuhiko morimoto , takeshi fukuda",vldb,1998,436
437,the ccube constraint object-oriented database system,"alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen",sigmod conference,1999,437
438,feedbackbypass : a new approach to interactive similarity query processing,"paolo ciaccia , florian waas , ilaria bartolini",vldb,2001,438
439,supporting top-k join queries in relational databases,"walid g. aref , ahmed k. elmagarmid , ihab f. ilyas",vldb,2003,439
440,spatial hash-joins,"ming-ling lo , chinya v. ravishankar",sigmod conference,1996,440
441,a general techniques for querying xml documents using a relational database system,"stratis viglas , eugene j. shekita , rajasekar krishnamurthy , jayavel shanmugasundaram , jeffrey f. naughton , jerry kiernan , igor tatarinov",sigmod record,2001,441
442,editor 's notes,jennifer widom,sigmod record,1996,442
443,constraints for semi-structured data and xml,"wenfei fan , peter buneman , scott weinstein , jérôme siméon",sigmod record,2001,443
444,scheduling for shared window joins over data streams,"michael j. franklin , moustafa a. hammad , ahmed k. elmagarmid , walid g. aref",vldb,2003,444
445,infering structure in semistructured data,"rajeev motwani , serge abiteboul , svetlozar nestorov",sigmod record,1997,445
446,mpeg-7 and multimedia database systems,harald kosch,sigmod record,2002,446
447,geo/environmental and medical data management in the rasdaman system,"norbert widmann , paula furtado , peter baumann , roland ritsch",vldb,1997,447
448,rp * : a family of order preserving scalable distributed data structures,"witold litwin , marie-anne neimat , donovan a. schneider",vldb,1994,448
449,delaunay : a database visualization system,"kirby zhang , isabel f. cruz , michael averbuch , wendy t. lucas , melissa radzyminski",sigmod conference,1997,449
450,memory-contention responsive hash joins,"goetz graefe , diane l. davison",vldb,1994,450
451,languages for multi-database interoperability,"laks v. s. lakshmanan , frédéric gingras , nematollaah shiri , despina papoulis , iyer n. subramanian",sigmod conference,1997,451
452,energy and rate based mac protocol for wireless sensor networks,"ramaraju kalidindi , vijay kumar , rajgopal kannan , s. sitharama iyengar",sigmod record,2003,452
453,indexing large metric spaces for similarity search queries,"z. meral özsoyoglu , tolga bozkaya",acm trans . database syst .,1999,453
454,reminiscences on influential papers,"patrick valduriez , serge abiteboul , sophie cluet , kenneth a. ross , raghu ramakrishnan , guy m. lohman , david b. lomet , richard t. snodgrass , gultekin özsoyoglu , michael j. franklin , timos k. sellis",sigmod record,1999,454
455,foreword by the vldb '98 pc chairmen : best papers of vldb '98,"oded shmueli , jennifer widom",vldb j.,2000,455
456,temporal statement modifiers,"richard t. snodgrass , christian s. jensen , michael h. böhlen",acm trans . database syst .,2000,456
457,the middleware muddle,david ritter,sigmod record,1998,457
458,treasurer 's message,joachim hammer,sigmod record,2003,458
459,dynamic multidimensional histograms,"piotr indyk , sudipto guha , nitin thaper , nick koudas",sigmod conference,2002,459
460,improving adaptable similarity query processing by using approximations,"hans-peter kriegel , bernhard braunmüller , thomas seidl , mihael ankerst",vldb,1998,460
461,a cost model for clustered object-oriented databases,"zhao-hui tang , jean-robert gruser , georges gardarin",vldb,1995,461
462,searching and mining fine-grained semi-structured data,soumen chakrabarti,vldb,2002,462
463,eliminating costly redundant computations from sql trigger executions,"françois llirbat , françoise fabret , eric simon",sigmod conference,1997,463
464,multiple-view self-maintenance in data warehousing environments,nam huyn,vldb,1997,464
465,editorial,richard t. snodgrass,acm trans . database syst .,2001,465
466,a data transformation system for biological data sources,"susan b. davidson , limsoon wong , kyle hart , peter buneman , g. christian overton",vldb,1995,466
467,the challenge of process data warehousing,"matthias jarke , jörg köller , thomas list",vldb,2000,467
468,on the issue of valid time ( s ) in temporal databases,"themis panayiotopoulos , efstathios v. ioannidis , constantine d. spyropoulos , stavros kokkotos",sigmod record,1995,468
469,on supporting containment queries in relational database management systems,"guy m. lohman , david j. dewitt , qiong luo , jeffrey f. naughton , chun zhang",sigmod conference,2001,469
470,algorithms for querying by spatial structure,"nikos mamoulis , dimitris papadias , vasilis delis",vldb,1998,470
471,data mining with optimized two-dimensional association rules,"takeshi tokuyama , yasuhiko morimoto , shinichi morishita , takeshi fukuda",acm trans . database syst .,2001,471
472,semint : a system prototype for semantic integration in heterogeneous databases,"wen-syan li , chris clifton",sigmod conference,1995,472
473,on supporting containment queries in relational database management systems,"guy m. lohman , david j. dewitt , qiong luo , jeffrey f. naughton , chun zhang",sigmod conference,2001,473
474,effective & efficient document ranking without using a large lexicon,yasushi ogawa,vldb,1996,474
475,a logical foundation for deductive object-oriented databases,"mengchi liu , tok wang ling , gillian dobbie",acm trans . database syst .,2002,475
476,"social , educational , and governmental change enabled through information technology","michael eitan , valerie gregg , carlo batini , d. b. phatak , yeha el atfi , krithi ramamritham",vldb,2000,476
477,very large databases in a commercial application environment,karl-heinz hess,vldb,1996,477
478,indexing multimedia databases ( tutorial ),christos faloutsos,sigmod conference,1995,478
479,historical queries along multiple lines of time evolution,"vassilis j. tsotras , gad m. landau , jeanette p. schmidt",vldb j.,1995,479
480,secure transaction processing in firm real-time database systems,"binto george , jayant r. haritsa",sigmod conference,1997,480
481,bringing order to query optimization,"giedrius slivinskas , richard t. snodgrass , christian s. jensen",sigmod record,2002,481
482,mining fuzzy association rules in databases,"ada wai-chee fu , man hon wong , chan man kuok",sigmod record,1998,482
483,the aditi deductive database system,"kotagiri ramamohanarao , david b. kemp , jayen vaghani , tim s. leask , james harland , peter j. stuckey , zoltan somogyi",vldb j.,1994,483
484,query unnesting in object-oriented databases,leonidas fegaras,sigmod conference,1998,484
485,a cost model for clustered object-oriented databases,"zhao-hui tang , jean-robert gruser , georges gardarin",vldb,1995,485
486,report in isdo ' 00 : the caise * 00 workshop on infrastructures for dynamic business-to-business service outsourcinga,"paul w. p. j. grefen , heiko ludwig",sigmod record,2000,486
487,surfing wavelets on streams : one-pass summaries for approximate aggregate queries,"anna c. gilbert , martin strauss , yannis kotidis , s. muthukrishnan",vldb,2001,487
488,coloring away communication in parallel query optimization,"rajeev motwani , waqar hasan",vldb,1995,488
489,research in information managment at dublin city university,"alan f. smeaton , mark roantree",sigmod record,2002,489
490,data management research at the mitre corporation,"arnon rosenthal , edward lafferty , leonard j. seligman , catherine d. mccollum , bhavani m. thuraisingham , barbara t. blaustein",sigmod record,1995,490
491,distance-based outliers : algorithms and applications,"v. tucakov , raymond t. ng , edwin m. knorr",vldb j.,2000,491
492,fast algorithms for mining association rules in large databases,"ramakrishnan srikant , rakesh agrawal",vldb,1994,492
493,design principles for data-intensive web sites,"piero fraternali , stefano paraboschi , stefano ceri",sigmod record,1999,493
494,dynamic multidimensional histograms,"piotr indyk , sudipto guha , nitin thaper , nick koudas",sigmod conference,2002,494
495,cost estimation of user-defined methods in object-relational database systems,"kinji ono , jihad boulos",sigmod record,1999,495
496,roadrunner : towards automatic data extraction from large web sites,"giansalvatore mecca , valter crescenzi , paolo merialdo",vldb,2001,496
497,supporting global user profiles through trusted authorities,ibrahim cingil,sigmod record,2002,497
498,a logical foundation for deductive object-oriented databases,"mengchi liu , tok wang ling , gillian dobbie",acm trans . database syst .,2002,498
499,gte superpages : using ir techniques for searching complex objects,"steven d. whitehead , himanshu sinha , michael murphy",vldb,1997,499
500,call for book reviews,karl aberer,sigmod record,2003,500
501,infomaster : an information integration system,"arthur m. keller , michael r. genesereth , oliver m. duschka",sigmod conference,1997,501
502,from the guest editors - special section on data management issues in mobile computing,"margaret h. dunham , abdelsalam helal",sigmod record,1995,502
503,infomaster : an information integration system,"arthur m. keller , michael r. genesereth , oliver m. duschka",sigmod conference,1997,503
504,schemasql - a language for interoperability in relational multi-database systems,"fereidoon sadri , laks v. s. lakshmanan , iyer n. subramanian",vldb,1996,504
505,data model for extensible support of explicit relationships in design databases,"joan peckham , bonnie mackellar , michael doherty",vldb j.,1995,505
506,dynamic information visualization,yannis e. ioannidis,sigmod record,1996,506
507,strudel : a web-site management system,"alon y. levy , mary f. fernandez , jaewoo kang , daniela florescu , dan suciu",sigmod conference,1997,507
508,reminiscences on influential papers,"gerhard weikum , alon y. levy , divesh srivastava , eric simon , patrick e. o'neil , victor vianu , kenneth a. ross , christos faloutsos",sigmod record,2000,508
509,querying a multilevel database : a logical analysis,frédéric cuppens,vldb,1996,509
