,title,authors,venue,year,unique_id
318,fast parallel similarity search in multimedia databases,"s berchtold , c bіhm , b braunmќller , d keim , h kriegel",sigmod conference,1997,318
319,editor 's notes,l liu,sigmod record,2003,319
320,integrating reliable memory in databases,"w ng , p chen",vldb j.,1998,320
321,dynamic memory adjustment for external mergesort,"w zhang , p larson",vldb,1997,321
322,eddies : continuously adaptive query processing,"r avnur , j hellerstein",sigmod conference,2000,322
323,size separation spatial join,"n koudas , k sevcik",sigmod conference,1997,323
324,efficient testing of high performance transaction processing systems,"d wildfogel , r yerneni",vldb,1997,324
325,compressed accessibility map : efficient access control for xml,"t yu , d srivastava , l lakshmanan , h jagadish",vldb,2002,325
326,a framework for supporting data integration using the materialized and virtual approaches,"r hull , g zhou",sigmod conference,1996,326
327,fibonacci : a programming language for object databases,"a albano , g ghelli , r orsini",vldb j.,1995,327
328,database research at columbia university,"s chang , l gravano , g kaiser , k ross , s stolfo",sigmod record,1998,328
329,a new sql-like operator for mining association rules,"r meo , g psaila , s ceri",vldb,1996,329
330,minimization of tree pattern queries,"s amer-yahia , s cho , l lakshmanan , d srivastava",sigmod conference,2001,330
331,general match : a subsequence matching method in time-series databases based on generalized windows,"y moon , k whang , w han",sigmod conference,2002,331
332,the infosleuth project,"r jr. , w bohrer , r brice , a cichocki , j fowler , a helal , v kashyap , t ksiezyk , g martin , m nodine , m rashid , m rusinkiewicz , r shea , c unnikrishnan , a unruh , d woelk",sigmod conference,1997,332
333,reminiscences on influential papers,,,2001,333
334,integrating a structured-text retrieval system with an object-oriented database system,"t yan , j annevelink",vldb,1994,334
335,view maintenance in a warehousing environment,"y zhuge , h garcia-molina , j hammer , j widom",sigmod conference,1995,335
336,the merge/purge problem for large databases,"m hernсndez , s stolfo",sigmod conference,1995,336
337,editorial,,,2001,337
338,improving timeliness in real-time secure database systems,"s son , r david , b thuraisingham",sigmod record,1996,338
339,further improvements on integrity constraint checking for stratifiable deductive databases,"s lee , t ling",vldb,1996,339
340,data quality and data cleaning : an overview,"t johnson , t dasu",sigmod conference,2003,340
341,efficient progressive skyline computation,"k tan , p eng , b ooi",vldb,2001,341
342,distributed deviation detection in sensor networks,"t palpanas , d papadopoulos , v kalogeraki , d gunopulos",sigmod record,2003,342
343,of objects and databases : a decade of turmoil,"m carey , d dewitt",vldb,1996,343
344,the algres testbed of chimera : an active object-oriented database system,"s ceri , p fraternali , s paraboschi , g psaila",sigmod conference,1995,344
345,design and implementation of a genetic-based algorithm for data mining,s choenni,vldb,2000,345
346,explaining differences in multidimensional aggregates,s sarawagi,vldb,1999,346
347,disima : a distributed and interoperable image database system,"v oria , m жzsu , p iglinski , s lin , b yao",sigmod conference,2000,347
348,archiving scientific data,"p buneman , s khanna , k tajima , w tan",sigmod conference,2002,348
349,the lotus notes storage system,k moore,sigmod conference,1995,349
350,materialized view selection and maintenance using multi-query optimization,"h mistry , p roy , s sudarshan , k ramamritham",sigmod conference,2001,350
351,discovery of multiple-level association rules from large databases,"j han , y fu",vldb,1995,351
352,open object database management systems,,,1994,352
353,"advanced data processing in krisys : modeling concepts , implementation techniques , and client/server issues","s deпloch , t hфrder , n mattos , b mitschang , j thomas",vldb j.,1998,353
354,continuous k-nearest neighbor queries for continuously moving points with updates,"g iwerks , h samet , k smith",vldb,2003,354
355,view maintenance in a warehousing environment,"y zhuge , h garcia-molina , j hammer , j widom",sigmod conference,1995,355
356,aqr-toolkit : an adaptive query routing middleware for distributed data intensive systems,"l liu , c pu , d buttler , w han , h paques , w tang",sigmod conference,2000,356
357,evaluating top-k selection queries,"s chaudhuri , l gravano",vldb,1999,357
358,repositories and object oriented databases,p bernstein,sigmod record,1998,358
359,legodb : customizing relational storage for xml documents,"p bohannon , j freire , j haritsa , m ramanath , p roy , j simщon",vldb,2002,359
360,optimizing multiple dimensional queries simultaneously in multidimensional databases,"w liang , m orlowska , j yu",vldb j.,2000,360
361,enhanced hypertext categorization using hyperlinks,"s chakrabarti , b dom , p indyk",sigmod conference,1998,361
362,implementation aspects of an object-oriented dbms,"a dogac , m altinel , c ozkan , i durusoy",sigmod record,1995,362
363,declarative updates of relational databases,w chen,acm trans . database syst .,1995,363
364,editor 's notes,a segev,sigmod record,1994,364
365,the sr-tree : an index structure for high-dimensional nearest neighbor queries,"n katayama , s satoh",sigmod conference,1997,365
366,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe",vldb,1995,366
367,hypertext databases and data mining,,,1999,367
368,a cost model for clustered object-oriented databases,"g gardarin , j gruser , z tang",vldb,1995,368
369,converting relational to object-oriented databases,j fong,sigmod record,1997,369
370,crawling the hidden web,"s raghavan , h garcia-molina",vldb,2001,370
371,re-designing distance functions and distance-based applications for high dimensional data,c aggarwal,sigmod record,2001,371
372,databases for gis,"c medeiros , f pires",sigmod record,1994,372
373,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,373
374,promises and realities of active database systems,"e simon , a dittrich",vldb,1995,374
375,the design and implementation of a sequence database system,"p seshadri , m livny , r ramakrishnan",vldb,1996,375
376,join index hierarchies for supporting efficient navigations in object-oriented databases,"z xie , j han",vldb,1994,376
377,temporal aggregation in active database rules,"i motakis , c zaniolo",sigmod conference,1997,377
378,index concurrency control in firm real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995,378
379,design and analysis of parametric query optimization algorithms,s ganguly,vldb,1998,379
380,the mariposa distributed database management system,j sidell,sigmod record,1996,380
381,sap r/3 : a database application system ( tutorial ),,,1998,381
382,the design and implementation of k : a high-level knowledge-base programming language of osam * . kbms,"y shyy , j arroyo , s su , h lam",vldb j.,1996,382
383,advances in databases and information systems ( adbis ),"a caplinskas , j eder , o vasilecas",sigmod record,2002,383
384,in memory of bob kooi ( 1951-1993 ),,,1994,384
385,tam : a system for dynamic transactional activity management,"t zhou , l liu , c pu",sigmod conference,1999,385
386,proxy-based acceleration of dynamically generated content on the world wide web : an approach and implementation,"a datta , k dutta , h thomas , d vandermeer , s suresha , k ramamritham",sigmod conference,2002,386
387,semantic integrity support in sql : 1999 and commercial ( object - ) relational database management systems,"c tќrker , m gertz",vldb j.,2001,387
388,secure buffering in firm real-time database systems,"b george , j haritsa",vldb,1998,388
389,the design and implementation of a sequence database system,"p seshadri , m livny , r ramakrishnan",vldb,1996,389
390,the nd-tree : a dynamic indexing technique for multidimensional non-ordered discrete data spaces,"g qian , q zhu , q xue , s pramanik",vldb,2003,390
391,"using taxonomy , discriminants , and signatures for navigating in text databases","s chakrabarti , b dom , r agrawal , p raghavan",vldb,1997,391
392,book review column,k aberer,sigmod record,2001,392
393,a cost model for clustered object-oriented databases,"g gardarin , j gruser , z tang",vldb,1995,393
394,optimizing disjunctive queries with expensive predicates,"a kemper , g moerkotte , k peithner , m steinbrunn",sigmod conference,1994,394
395,towards on-line analytical mining in large databases,j han,sigmod record,1998,395
396,avoiding ordering and grouping in query processing,"x wang , m cherniack",vldb,2003,396
397,towards a theory of cost management for digital libraries and electronic commerce,"a sistla , o wolfson , y yesha , r sloan",acm trans . database syst .,1998,397
398,report on first international workshop on real-time database systems,,,1996,398
399,materialized views selection in a multidimensional database,"e baralis , s paraboschi , e teniente",vldb,1997,399
400,principles of optimally placing data in tertiary storage libraries,"s christodoulakis , p triantafillou , f zioga",vldb,1997,400
401,metu object-oriented dbms,"a dogac , i arpinar , c evrendilek , c ozkan , i altintas , i durusoy , m altinel , t okay , y saygin",sigmod conference,1994,401
402,storing and querying ordered xml using a relational database system,"i tatarinov , s viglas , k beyer , j shanmugasundaram , e shekita , c zhang",sigmod conference,2002,402
403,chair 's message,,,2001,403
404,safe query languages for constraint databases,p revesz,acm trans . database syst .,1998,404
405,languages for multi-database interoperability,"f gingras , l lakshmanan , i subramanian , d papoulis , n shiri",sigmod conference,1997,405
406,schemasql - a language for interoperability in relational multi-database systems,"l lakshmanan , f sadri , i subramanian",vldb,1996,406
407,issues in data stream management,"l golab , m жzsu",sigmod record,2003,407
408,databases for gis,"c medeiros , f pires",sigmod record,1994,408
409,secure transaction processing in firm real-time database systems,"b george , j haritsa",sigmod conference,1997,409
410,probview : a flexible probabilistic database system,"l lakshmanan , n leone , r ross , v subrahmanian",acm trans . database syst .,1997,410
411,answering xml queries on heterogeneous data sources,"i manolescu , d florescu , d kossmann",vldb,2001,411
412,a dependability benchmark for oltp application environments,"m vieira , h madeira",vldb,2003,412
413,complex queries over web repositories,"s raghavan , h garcia-molina",vldb,2003,413
414,on supporting containment queries in relational database management systems,"c zhang , j naughton , d dewitt , q luo , g lohman",sigmod conference,2001,414
415,query unnesting in object-oriented databases,l fegaras,sigmod conference,1998,415
416,dbcache : middle-tier database caching for highly scalable e-business architectures,"c bornhіvd , m altinel , s krishnamurthy , c mohan , h pirahesh , b reinwald",sigmod conference,2003,416
417,query decomposition and view maintenance for query languages for unstructured data,d suciu,vldb,1996,417
418,the case for enhanced abstract data types,"p seshadri , m livny , r ramakrishnan",vldb,1997,418
419,a framework for expressing and combining preferences,"r agrawal , e wimmers",sigmod conference,2000,419
420,walking through a very large virtual environment in real-time,"l shou , j chionh , z huang , y ruan , k tan",vldb,2001,420
421,database management systems and the internet,s malaika,vldb,1996,421
422,fast algorithms for maintaining replica consistency in lazy master replicated databases,"e pacitti , p minet , e simon",vldb,1999,422
423,versioning and configuration management in an object-oriented data model,e sciore,vldb j.,1994,423
424,continuously adaptive continuous queries over streams,"s madden , m shah , j hellerstein , v raman",sigmod conference,2002,424
425,database research at columbia university,"s chang , l gravano , g kaiser , k ross , s stolfo",sigmod record,1998,425
426,adaptive parallel aggregation algorithms,"a shatdal , j naughton",sigmod conference,1995,426
427,optimization of queries with user-defined predicates,"s chaudhuri , k shim",vldb,1996,427
428,a platform based on the multi-dimensional data model for analysis of bio-molecular structures,"s srinivasa , s kumar",vldb,2003,428
429,query flocks : a generalization of association-rule mining,"s tsur , j ullman , s abiteboul , c clifton , r motwani , s nestorov , a rosenthal",sigmod conference,1998,429
430,xquery : a query language for xml,,,2003,430
431,chair 's message,,,1997,431
432,a performance study of transitive closure algorithms,"s dar , r ramakrishnan",sigmod conference,1994,432
433,efficient index structures for string databases,"t kahveci , a singh",vldb,2001,433
434,cost-based selection of path expression processing algorithms in object-oriented databases,"g gardarin , j gruser , z tang",vldb,1996,434
435,medical information systems : characterization and challenges,"j ramirez , l smith , l peterson",sigmod record,1994,435
436,query rewriting for semistructured data,"y papakonstantinou , v vassalos",sigmod conference,1999,436
437,real-time index concurrency control,"j haritsa , s seshadri",sigmod record,1996,437
438,time series similarity measures and time series indexing,,,2001,438
439,is gui programming a database research problem ?,"n goyal , c hoch , r krishnamurthy , b meckler , m suckow",sigmod conference,1996,439
440,generalized search trees for database systems,"j hellerstein , j naughton , a pfeffer",vldb,1995,440
441,a system for watermarking relational databases,"r agrawal , p haas , j kiernan",sigmod conference,2003,441
442,efficient view maintenance at data warehouses,"d agrawal , a abbadi , a singh , t yurek",sigmod conference,1997,442
443,towards on-line analytical mining in large databases,j han,sigmod record,1998,443
444,describing semistructured data,l cardelli,sigmod record,2001,444
445,"replication : db2 , oracle , or sybase ?",d stacey,sigmod record,1995,445
446,minimization of tree pattern queries,"s amer-yahia , s cho , l lakshmanan , d srivastava",sigmod conference,2001,446
447,the microsoft database research group,"d lomet , r barga , s chaudhuri , p larson , v narasayya",sigmod record,1998,447
448,performance of future database systems : bottlenecks and bonananzas,c baru,vldb,1996,448
449,mining frequent patterns without candidate generation,"j han , j pei , y yin",sigmod conference,2000,449
450,a logical foundation for deductive object-oriented databases,"m liu , g dobbie , t ling",acm trans . database syst .,2002,450
451,a performance study of transitive closure algorithms,"s dar , r ramakrishnan",sigmod conference,1994,451
452,query processing in spatial network databases,"d papadias , j zhang , n mamoulis , y tao",vldb,2003,452
453,wavecluster : a wavelet based clustering approach for spatial data in very large databases,"g sheikholeslami , s chatterjee , a zhang",vldb j.,2000,453
454,query rewriting for semistructured data,"y papakonstantinou , v vassalos",sigmod conference,1999,454
455,reminiscences on influential papers,,,1999,455
456,the query by image content ( qbic ) system,"j ashley , m flickner , j hafner , d lee , w niblack , d petkovic",sigmod conference,1995,456
457,fast and accurate text classification via multiple linear discriminant projections,"s chakrabarti , s roy , m soundalgekar",vldb,2002,457
458,dynamic service matchmaking among agents in open information environments,"k sycara , m klusch , s widoff , j lu",sigmod record,1999,458
459,a performance evaluation of oid mapping techniques,"a eickler , c gerlhof , d kossmann",vldb,1995,459
460,watermarking relational databases,"r agrawal , j kiernan",vldb,2002,460
461,editor 's notes,l liu,sigmod record,2002,461
462,a system for watermarking relational databases,"r agrawal , p haas , j kiernan",sigmod conference,2003,462
463,query optimization for xml,"j mchugh , j widom",vldb,1999,463
464,infomaster : an information integration system,"m genesereth , a keller , o duschka",sigmod conference,1997,464
465,research in database engineering at the university of namur,j hainaut,sigmod record,2003,465
466,introduction to the career forum column,a labrinidis,sigmod record,2001,466
467,update propagation protocols for replicated databases,"y breitbart , r komondoor , r rastogi , s seshadri , a silberschatz",sigmod conference,1999,467
468,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe",vldb,1995,468
469,"constructing and integrating data-centric web applications : methods , tools , and techniques",,,2003,469
470,research issues in databases for arcs : active rapidly changing data systems,a datta,sigmod record,1994,470
471,mariposa : a wide-area distributed database system,"m stonebraker , p aoki , w litwin , a pfeffer , a sah , j sidell , c staelin , a yu",vldb j.,1996,471
472,a tsql2 tutorial,"nodgrass , i ahn , g ariav , d batory , j clifford , c dyreson , r elmasri , f grandi , c jensen , w kфfer , n kline , k kulkarni , t leung , n lorentzos , j roddick , a segev , m soo , s sripada",sigmod record,1994,472
473,parallel evaluation of multi-join queries,"a wilschut , j flokstra , p apers",sigmod conference,1995,473
474,detection and classification of intrusions and faults using sequences of system calls,"j cabrera , l lewis , r mehra",sigmod record,2001,474
475,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe",vldb,1995,475
476,parametric query optimization for linear and piecewise linear cost functions,"a hulgeri , s sudarshan",vldb,2002,476
477,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,477
478,keynote address,,,1995,478
479,design and user testing of a multi-paradigm query interface to an object-oriented database,"d doan , n paton , a kilgour",sigmod record,1995,479
480,querying heterogeneous information sources using source descriptions,"a levy , a rajaraman , j ordille",vldb,1996,480
481,research issues in databases for arcs : active rapidly changing data systems,a datta,sigmod record,1994,481
482,minimization of tree pattern queries,"s amer-yahia , s cho , l lakshmanan , d srivastava",sigmod conference,2001,482
483,management of multidimensional discrete data,p baumann,vldb j.,1994,483
484,fast incremental maintenance of approximate histograms,"p gibbons , y matias , v poosala",acm trans . database syst .,2002,484
485,"fault-tolerant , load-balancing queries in telegraph","m shah , s chandrasekaran",sigmod conference,2001,485
486,finding generalized projected clusters in high dimensional spaces,"c aggarwal , p yu",sigmod conference,2000,486
487,view maintenance in a warehousing environment,"y zhuge , h garcia-molina , j hammer , j widom",sigmod conference,1995,487
488,query processing in tertiary memory databases,s sarawagi,vldb,1995,488
489,quickstore : a high performance mapped object store,"s white , d dewitt",sigmod conference,1994,489
490,grid data management systems & services,,,2003,490
491,orthogonally persistent object systems,"m atkinson , r morrison",vldb j.,1995,491
492,research activities in database management and information retrieval at the university of illinois at chicago,"i cruz , a khokhar , b liu , a sistla , o wolfson , c yu",sigmod record,2002,492
493,the aqua approximate query answering system,"s acharya , p gibbons , v poosala , s ramaswamy",sigmod conference,1999,493
494,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe",vldb,1995,494
495,mining generalized association rules,"r srikant , r agrawal",vldb,1995,495
496,indexing and querying xml data for regular path expressions,"q li , b moon",vldb,2001,496
497,efficient materialization and use of views in data warehouses,"m souza , m sampaio",sigmod record,1999,497
498,opt + + : an object-oriented implementation for extensible database query optimization,"n kabra , d dewitt",vldb j.,1999,498
499,maintenance of automatic summary tables,"w lehner , r sidle , h pirahesh , r cochrane",sigmod conference,2000,499
500,on parallel processing of aggregate and scalar functions in object-relational dbms,"m jaedicke , b mitschang",sigmod conference,1998,500
501,stholes : a multidimensional workload-aware histogram,"n bruno , s chaudhuri , l gravano",sigmod conference,2001,501
502,"proceedings of the 2000 acm sigmod international conference on management of data , may 16-18 , 2000 , dallas , texas , usa",,,2000,502
503,optimization of dynamic query evaluation plans,"r cole , g graefe",sigmod conference,1994,503
504,efficient testing of high performance transaction processing systems,"d wildfogel , r yerneni",vldb,1997,504
505,dblearn : a system prototype for knowledge discovery in relational databases,"j han , y fu , y huang , y cai , n cercone",sigmod conference,1994,505
506,describing semistructured data,l cardelli,sigmod record,2001,506
507,information retrieval from an incomplete data cube,c dyreson,vldb,1996,507
508,integration of electronic tickets and personal guide system for public transport using mobile terminals,"k goto , y kambayashi",sigmod conference,2003,508
509,a general techniques for querying xml documents using a relational database system,"j shanmugasundaram , e shekita , j kiernan , r krishnamurthy , s viglas , j naughton , i tatarinov",sigmod record,2001,509
510,index configuration in object-oriented databases,e bertino,vldb j.,1994,510
511,small worlds : the dynamics of networks between order and randomness - book review,,,2002,511
512,enhanced abstract data types in object-relational databases,p seshadri,vldb j.,1998,512
513,a unified framework for enforcing multiple access control policies,"s jajodia , p samarati , v subrahmanian , e bertino",sigmod conference,1997,513
514,interview with michael stonebraker,,,2003,514
515,dynamic load balancing for parallel association rule mining on heterogenous pc cluster systems,"m tamura , m kitsuregawa",vldb,1999,515
516,determining text databases to search in the internet,"w meng , k liu , c yu , x wang , y chang , n rishe",vldb,1998,516
517,prospector : a content-based multimedia server for massively parallel architectures,"s choo , w o'connell , g linderman , h chen , k ganapathi , a biliris , e panagos , d schrader",sigmod conference,1996,517
518,editor 's notes,m franklin,sigmod record,2000,518
519,nearest neighbor queries,"n roussopoulos , s kelley , f vincent",sigmod conference,1995,519
520,editorial,,,2001,520
521,dynamic load balancing in hierarchical parallel database systems,"l bouganim , d florescu , p valduriez",vldb,1996,521
522,"title , foreword",,,1994,522
523,spatial hash-joins,"m lo , c ravishankar",sigmod conference,1996,523
524,streaming queries over streaming data,"s chandrasekaran , m franklin",vldb,2002,524
525,density biased sampling : an improved method for data mining and clustering,"c palmer , c faloutsos",sigmod conference,2000,525
526,integrating heterogenous overlapping databases through object-oriented transformations,"v josifovski , t risch",vldb,1999,526
527,the query by image content ( qbic ) system,"j ashley , m flickner , j hafner , d lee , w niblack , d petkovic",sigmod conference,1995,527
528,editor 's notes,l liu,sigmod record,2002,528
529,panel on next generation database systems wo n't work without semantics !,j mylopoulos,sigmod conference,1998,529
530,"calibrating the query optimizer cost model of iro-db , an object-oriented federated database system","g gardarin , f sha , z tang",vldb,1996,530
531,enhanced abstract data types in object-relational databases,p seshadri,vldb j.,1998,531
532,extraction of object-oriented structures from existing relational databases,"s ramanathan , j hodges",sigmod record,1997,532
533,enterprise transaction processing on windows nt,g hope,sigmod conference,1995,533
534,temporal conditions and integrity constraints in active database systems,"a sistla , o wolfson",sigmod conference,1995,534
535,data mining : concepts and techniques - book review,"f galiano , n marэn",sigmod record,2002,535
536,a logical foundation for deductive object-oriented databases,"m liu , g dobbie , t ling",acm trans . database syst .,2002,536
537,metadata for multimedia documents,"k bіhm , t rakow",sigmod record,1994,537
538,editor 's notes,m franklin,sigmod record,1997,538
539,query optimization at the crossroads ( panel ),s chaudhuri,sigmod conference,1997,539
540,comparative analysis of five xml query languages,"a bonifati , s ceri",sigmod record,2000,540
541,meaningful change detection in structured data,"s chawathe , h garcia-molina",sigmod conference,1997,541
542,agora : living with xml and relational,"i manolescu , d florescu , d kossmann , f xhumari , d olteanu",vldb,2000,542
543,edgar f. codd : a tribute and personal memoir,c date,sigmod record,2003,543
544,naos - efficient and modular reactive capabilities in an object-oriented database system,"c collet , t coupaye , t svensen",vldb,1994,544
545,efficient and effective clustering methods for spatial data mining,"r ng , j han",vldb,1994,545
546,"workflow automation : applications , technology , and research ( tutorial )",,,1995,546
547,guest editorial,,,2000,547
548,the middleware muddle,d ritter,sigmod record,1998,548
549,the ecobase project : database and web technologies for environmental information systems,"a tanaka , p valduriez",sigmod record,2001,549
550,controlling access to published data using cryptography,"g miklau , d suciu",vldb,2003,550
551,general match : a subsequence matching method in time-series databases based on generalized windows,"y moon , k whang , w han",sigmod conference,2002,551
552,"object-oriented , rapid application development in a pc database environment",f team,sigmod conference,1995,552
553,supporting top-k join queries in relational databases,"i ilyas , w aref , a elmagarmid",vldb,2003,553
554,atomicity versus anonymity : distributed transactions for electronic commerce,j tygar,vldb,1998,554
555,guest editorial,,,2001,555
556,"wireless graffiti - data , data everywhere matters","t imielinski , b badrinath",vldb,2002,556
557,efficient algorithms for processing xpath queries,"g gottlob , c koch , r pichler",vldb,2002,557
558,relational data sharing in peer-based data management systems,"b ooi , y shu , k tan",sigmod record,2003,558
559,editorial,,,2002,559
560,tigukat : a uniform behavioral objectbase management system,"m жzsu , r peters , d szafron , b irani , a lipka , a muёoz",vldb j.,1995,560
561,an overview of data warehousing and olap technology,"s chaudhuri , u dayal",sigmod record,1997,561
562,query optimization in compressed database systems,"z chen , j gehrke , f korn",sigmod conference,2001,562
563,editor 's notes,l liu,sigmod record,2003,563
564,to weave the web,"p atzeni , g mecca , p merialdo",vldb,1997,564
565,an introduction to deductive database languages and systems,"k ramamohanarao , j harland",vldb j.,1994,565
566,dalэ : a high performance main memory storage manager,"h jagadish , d lieuwen , r rastogi , a silberschatz , s sudarshan",vldb,1994,566
567,integrating dynamically-fetched external information into a dbms for semistructured data,"j mchugh , j widom",sigmod record,1997,567
568,data mining with optimized two-dimensional association rules,"t fukuda , y morimoto , s morishita , t tokuyama",acm trans . database syst .,2001,568
569,infering structure in semistructured data,"s nestorov , s abiteboul , r motwani",sigmod record,1997,569
570,static detection of security flaws in object-oriented databases,k tajima,sigmod conference,1996,570
571,semantics for update rule programs and implementations in a relational database management system,"l raschid , j lobo",acm trans . database syst .,1996,571
572,mining generalized association rules,"r srikant , r agrawal",vldb,1995,572
573,parametric query optimization for linear and piecewise linear cost functions,"a hulgeri , s sudarshan",vldb,2002,573
574,query unnesting in object-oriented databases,l fegaras,sigmod conference,1998,574
575,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998,575
576,nearest neighbor queries,"n roussopoulos , s kelley , f vincent",sigmod conference,1995,576
577,on the issue of valid time ( s ) in temporal databases,"s kokkotos , e ioannidis , t panayiotopoulos , c spyropoulos",sigmod record,1995,577
578,incorporating xsl processing into database engines,g moerkotte,vldb,2002,578
579,versioning and configuration management in an object-oriented data model,e sciore,vldb j.,1994,579
580,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,580
581,temporal conditions and integrity constraints in active database systems,"a sistla , o wolfson",sigmod conference,1995,581
582,minimal probing : supporting expensive predicates for top-k queries,"k chang , s hwang",sigmod conference,2002,582
583,"title , foreword",,,1994,583
584,interview with david maier,,,2002,584
585,the design and implementation of a sequence database system,"p seshadri , m livny , r ramakrishnan",vldb,1996,585
586,an annotated bibliography on real-time database systems,ж ulusoy,sigmod record,1995,586
587,algorithms for materialized view design in data warehousing environment,"j yang , k karlapalem , q li",vldb,1997,587
588,"title , foreword",,,1994,588
589,approximate query processing : taming the terabytes,"m garofalakis , p gibbons",vldb,2001,589
590,the future of web services - i,a bosworth,sigmod conference,2003,590
591,closest pair queries in spatial databases,"a corral , y manolopoulos , y theodoridis , m vassilakopoulos",sigmod conference,2000,591
592,editor 's notes,l liu,sigmod record,2001,592
593,structures for manipulating proposed updates in object-oriented databases,"m doherty , r hull , m rupawalla",sigmod conference,1996,593
594,progressive approximate aggregate queries with a multi-resolution tree structure,"i lazaridis , s mehrotra",sigmod conference,2001,594
595,editor 's notes,m franklin,sigmod record,1998,595
596,index concurrency control in firm real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995,596
597,visionary : a next generation visualization system for databases,m stonebraker,sigmod conference,2003,597
598,design and implementation of a genetic-based algorithm for data mining,s choenni,vldb,2000,598
599,query caching and optimization in distributed mediator systems,"s adali , k candan , y papakonstantinou , v subrahmanian",sigmod conference,1996,599
600,online association rule mining,c hidber,sigmod conference,1999,600
601,the mariposa distributed database management system,j sidell,sigmod record,1996,601
602,query optimization in compressed database systems,"z chen , j gehrke , f korn",sigmod conference,2001,602
603,birch : an efficient data clustering method for very large databases,"t zhang , r ramakrishnan , m livny",sigmod conference,1996,603
604,query optimization in compressed database systems,"z chen , j gehrke , f korn",sigmod conference,2001,604
605,approximate query processing using wavelets,"k chakrabarti , m garofalakis , r rastogi , k shim",vldb j.,2001,605
606,parallel algorithms for high-dimensional similarity joins for data mining applications,"j shafer , r agrawal",vldb,1997,606
607,an annotated bibliography on real-time database systems,ж ulusoy,sigmod record,1995,607
608,merge replication in microsoft 's sql server 7.0,b hammond,sigmod conference,1999,608
609,spatial indexing of high-dimensional data based on relative approximation,"y sakurai , m yoshikawa , s uemura , h kojima",vldb j.,2002,609
610,exploratory mining and pruning optimizations of constrained association rules,"r ng , l lakshmanan , j han , a pang",sigmod conference,1998,610
611,outlier detection for high dimensional data,"c aggarwal , p yu",sigmod conference,2001,611
612,chair 's message,,,1997,612
613,the query by image content ( qbic ) system,"j ashley , m flickner , j hafner , d lee , w niblack , d petkovic",sigmod conference,1995,613
614,some issues in design of distributed deductive databases,"m mohania , n sarda",vldb,1994,614
615,declarative updates of relational databases,w chen,acm trans . database syst .,1995,615
616,data management issues in electronic commerce ( panel ),m жzsu,sigmod conference,1999,616
617,outlier detection for high dimensional data,"c aggarwal , p yu",sigmod conference,2001,617
618,a cost model for clustered object-oriented databases,"g gardarin , j gruser , z tang",vldb,1995,618
619,mining quantitative association rules in large relational tables,"r srikant , r agrawal",sigmod conference,1996,619
620,query processing in spatial network databases,"d papadias , j zhang , n mamoulis , y tao",vldb,2003,620
621,including group-by in query optimization,"s chaudhuri , k shim",vldb,1994,621
622,continuously adaptive continuous queries over streams,"s madden , m shah , j hellerstein , v raman",sigmod conference,2002,622
623,online association rule mining,c hidber,sigmod conference,1999,623
624,continually evaluating similarity-based pattern queries on a streaming time series,"l gao , x wang",sigmod conference,2002,624
625,the x-tree : an index structure for high-dimensional data,"s berchtold , d keim , h kriegel",vldb,1996,625
626,report on first international workshop on real-time database systems,,,1996,626
627,efficient query processing for multi-dimensionally clustered tables in db2,"b bhattacharjee , s padmanabhan , t malkemus , t lai , l cranston , m huras",vldb,2003,627
628,versioning and configuration management in an object-oriented data model,e sciore,vldb j.,1994,628
629,enabling dynamic content caching for database-driven web sites,"k candan , w li , q luo , w hsiung , d agrawal",sigmod conference,2001,629
630,an efficient method for checking object-oriented database schema correctness,"a formica , h grіger , m missikoff",acm trans . database syst .,1998,630
631,on supporting containment queries in relational database management systems,"c zhang , j naughton , d dewitt , q luo , g lohman",sigmod conference,2001,631
632,formal query languages for secure relational databases,"m winslett , k smith , x qian",acm trans . database syst .,1994,632
633,unisql 's next-generation object-relational database management system,"a d'andrea , p janus",sigmod record,1996,633
634,"high-dimensional index structures , database support for next decade 's applications ( tutorial )","s berchtold , d keim",sigmod conference,1998,634
635,editorial,,,2001,635
636,reminiscences on influential papers,,,1999,636
637,database systems management and oracle8,c doherty,sigmod conference,1998,637
638,implementation of two semantic query optimization techniques in db2 universal database,"q cheng , j gryz , f koo , t leung , l liu , x qian , k schiefer",vldb,1999,638
639,database systems management and oracle8,c doherty,sigmod conference,1998,639
640,the wasa2 object-oriented workflow management system,"g vossen , m weske",sigmod conference,1999,640
641,"olap , relational , and multidimensional database systems",g colliat,sigmod record,1996,641
642,recovery protocols for shared memory database systems,"l molesky , k ramamritham",sigmod conference,1995,642
643,the ccube constraint object-oriented database system,"a brodsky , v segal , j chen , p exarkhopoulo",sigmod conference,1999,643
